player_name,Price in $,Role,team,auction_year,Price in rs,nationality,base_price,winning_bid,capped_status
Vignesh Puthur,,,Mumbai Indians,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Arjun  Tendulkar,,,Mumbai Indians,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Bevan John Jacobs,,,Mumbai Indians,2025,,Overseas,"30,00,000 ","30,00,000 ",Uncapped
Venkata Satyanarayana Penmetsa,,,Mumbai Indians,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Raj Angad Bawa,,,Mumbai Indians,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Shrijith Krishnan,,,Mumbai Indians,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Ashwani Kumar,,,Mumbai Indians,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Shreyas Iyer,,,Punjab Kings,2025,,Indian,"2,00,00,000 ","26,75,00,000 ",Capped
Yuzvendra Chahal,,,Punjab Kings,2025,,Indian,"2,00,00,000 ","18,00,00,000 ",Capped
Arshdeep Singh,,,Punjab Kings,2025,,Overseas,"2,00,00,000 ","18,00,00,000 ",Capped
Marcus Stoinis,,,Punjab Kings,2025,,Overseas,"2,00,00,000 ","11,00,00,000 ",Capped
Marco Jansen,,,Punjab Kings,2025,,Overseas,"1,25,00,000 ","7,00,00,000 ",Capped
Nehal Wadhera,,,Punjab Kings,2025,,Indian,"30,00,000 ","4,20,00,000 ",Uncapped
Glenn Maxwell,,,Punjab Kings,2025,,Overseas,"2,00,00,000 ","4,20,00,000 ",Capped
Priyansh Arya,,,Punjab Kings,2025,,Indian,"30,00,000 ","3,80,00,000 ",Uncapped
Josh Inglis,,,Punjab Kings,2025,,Overseas,"2,00,00,000 ","2,60,00,000 ",Capped
Azmatullah Omarzai,,,Punjab Kings,2025,,Overseas,"1,50,00,000 ","2,40,00,000 ",Capped
Lockie Ferguson,,,Punjab Kings,2025,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Vyshak Vijaykumar,,,Punjab Kings,2025,,Indian,"30,00,000 ","1,80,00,000 ",Uncapped
Yash Thakur,,,Punjab Kings,2025,,Indian,"30,00,000 ","1,60,00,000 ",Uncapped
Harpreet  Brar,,,Punjab Kings,2025,,Indian,"30,00,000 ","1,50,00,000 ",Uncapped
Aaron Hardie,,,Punjab Kings,2025,,Overseas,"1,25,00,000 ","1,25,00,000 ",Capped
Vishnu Vinod,,,Punjab Kings,2025,,Indian,"30,00,000 ","95,00,000 ",Uncapped
Xavier Bartlett,,,Punjab Kings,2025,,Overseas,"75,00,000 ","80,00,000 ",Capped
Kuldeep  Sen,,,Punjab Kings,2025,,Indian,"75,00,000 ","80,00,000 ",Capped
Pravin Dubey,,,Punjab Kings,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Pyla Avinash,,,Punjab Kings,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Suryansh  Shedge,,,Punjab Kings,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Musheer Khan,,,Punjab Kings,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Harnoor Pannu,,,Punjab Kings,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Jofra Archer,,,Rajasthan Royals,2025,,Overseas,"2,00,00,000 ","12,50,00,000 ",Capped
Tushar Deshpande,,,Rajasthan Royals,2025,,Indian,"1,00,00,000 ","6,50,00,000 ",Capped
Wanindu Hasaranga,,,Rajasthan Royals,2025,,Overseas,"2,00,00,000 ","5,25,00,000 ",Capped
Maheesh Theekshana,,,Rajasthan Royals,2025,,Overseas,"2,00,00,000 ","4,40,00,000 ",Capped
Nitish Rana,,,Rajasthan Royals,2025,,Indian,"1,50,00,000 ","4,20,00,000 ",Capped
Fazalhaq Farooqi,,,Rajasthan Royals,2025,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Kwena Maphaka,,,Rajasthan Royals,2025,,Overseas,"75,00,000 ","1,50,00,000 ",Capped
Akash Madhwal,,,Rajasthan Royals,2025,,Indian,"30,00,000 ","1,20,00,000 ",Uncapped
Vaibhav Suryavanshi,,,Rajasthan Royals,2025,,Indian,"30,00,000 ","1,10,00,000 ",Uncapped
Shubham Dubey,,,Rajasthan Royals,2025,,Indian,"30,00,000 ","80,00,000 ",Uncapped
Yudhvir Charak,,,Rajasthan Royals,2025,,Indian,"30,00,000 ","35,00,000 ",Uncapped
Ashok Sharma,,,Rajasthan Royals,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Kunal Rathore,,,Rajasthan Royals,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Kumar Kartikeya Singh,,,Rajasthan Royals,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Josh Hazlewood,,,Royal Challengers Bengaluru,2025,,Overseas,"2,00,00,000 ","12,50,00,000 ",Capped
Phil Salt,,,Royal Challengers Bengaluru,2025,,Overseas,"2,00,00,000 ","11,50,00,000 ",Capped
Jitesh Sharma,,,Royal Challengers Bengaluru,2025,,Indian,"1,00,00,000 ","11,00,00,000 ",Capped
Bhuvneshwar Kumar,,,Royal Challengers Bengaluru,2025,,Indian,"2,00,00,000 ","10,75,00,000 ",Capped
Liam Livingstone,,,Royal Challengers Bengaluru,2025,,Overseas,"2,00,00,000 ","8,75,00,000 ",Capped
Rasikh Dar,,,Royal Challengers Bengaluru,2025,,Indian,"30,00,000 ","6,00,00,000 ",Uncapped
Krunal Pandya,,,Royal Challengers Bengaluru,2025,,Indian,"2,00,00,000 ","5,75,00,000 ",Capped
Tim David,,,Royal Challengers Bengaluru,2025,,Overseas,"2,00,00,000 ","3,00,00,000 ",Capped
Jacob Bethell,,,Royal Challengers Bengaluru,2025,,Overseas,"1,25,00,000 ","2,60,00,000 ",Capped
Suyash Sharma,,,Royal Challengers Bengaluru,2025,,Indian,"30,00,000 ","2,60,00,000 ",Uncapped
Devdutt Padikkal,,,Royal Challengers Bengaluru,2025,,Indian,"2,00,00,000 ","2,00,00,000 ",Capped
Nuwan Thushara,,,Royal Challengers Bengaluru,2025,,Overseas,"75,00,000 ","1,60,00,000 ",Capped
Romario Shepherd,,,Royal Challengers Bengaluru,2025,,Overseas,"1,50,00,000 ","1,50,00,000 ",Capped
Lungisani Ngidi,,,Royal Challengers Bengaluru,2025,,Overseas,"1,00,00,000 ","1,00,00,000 ",Capped
Swapnil Singh,,,Royal Challengers Bengaluru,2025,,Overseas,"30,00,000 ","50,00,000 ",Uncapped
Mohit Rathee,,,Royal Challengers Bengaluru,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Abhinandan Singh,,,Royal Challengers Bengaluru,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Swastik Chhikara,,,Royal Challengers Bengaluru,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Manoj Bhandage,,,Royal Challengers Bengaluru,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Ishan Kishan,,,Sunrisers Hyderabad,2025,,Indian,"2,00,00,000 ","11,25,00,000 ",Capped
Mohammad Shami,,,Sunrisers Hyderabad,2025,,Indian,"2,00,00,000 ","10,00,00,000 ",Capped
Harshal Patel,,,Sunrisers Hyderabad,2025,,Indian,"2,00,00,000 ","8,00,00,000 ",Capped
Abhinav Manohar,,,Sunrisers Hyderabad,2025,,Indian,"30,00,000 ","3,20,00,000 ",Uncapped
Rahul Chahar,,,Sunrisers Hyderabad,2025,,Indian,"1,00,00,000 ","3,20,00,000 ",Capped
Adam Zampa,,,Sunrisers Hyderabad,2025,,Overseas,"2,00,00,000 ","2,40,00,000 ",Capped
Simarjeet Singh,,,Sunrisers Hyderabad,2025,,Indian,"30,00,000 ","1,50,00,000 ",Uncapped
Eshan Malinga,,,Sunrisers Hyderabad,2025,,Overseas,"30,00,000 ","1,20,00,000 ",Uncapped
Brydon Carse,,,Sunrisers Hyderabad,2025,,Overseas,"1,00,00,000 ","1,00,00,000 ",Capped
Jaydev Unadkat,,,Sunrisers Hyderabad,2025,,Indian,"1,00,00,000 ","1,00,00,000 ",Capped
Kamindu Mendis,,,Sunrisers Hyderabad,2025,,Overseas,"75,00,000 ","75,00,000 ",Capped
Zeeshan Ansari,,,Sunrisers Hyderabad,2025,,Indian,"30,00,000 ","40,00,000 ",Uncapped
Sachin Baby,,,Sunrisers Hyderabad,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Aniket Verma,,,Sunrisers Hyderabad,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Atharva Taide,,,Sunrisers Hyderabad,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Kartik Sharma,,,Chennai Super Kings,2026,,Indian,"30,00,000 ","14,20,00,000 ",Uncapped
Prashant Veer,,,Chennai Super Kings,2026,,Indian,"30,00,000 ","14,20,00,000 ",Uncapped
Rahul Chahar,,,Chennai Super Kings,2026,,Indian,"1,00,00,000 ","5,20,00,000 ",Capped
Matt Henry,,,Chennai Super Kings,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Akeal Hosein,,,Chennai Super Kings,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Matthew Short,,,Chennai Super Kings,2026,,Overseas,"1,50,00,000 ","1,50,00,000 ",Capped
Zak Foulkes,,,Chennai Super Kings,2026,,Overseas,"75,00,000 ","75,00,000 ",Capped
Sarfaraz Khan,,,Chennai Super Kings,2026,,Indian,"75,00,000 ","75,00,000 ",Capped
Aman Khan,,,Chennai Super Kings,2026,,Indian,"30,00,000 ","40,00,000 ",Uncapped
Auqib Dar,,,Delhi Capitals,2026,,Indian,"30,00,000 ","8,40,00,000 ",Uncapped
Pathum Nissanka,,,Delhi Capitals,2026,,Overseas,"75,00,000 ","4,00,00,000 ",Capped
Kyle Jamieson,,,Delhi Capitals,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Lungisani Ngidi,,,Delhi Capitals,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Ben Duckett,,,Delhi Capitals,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
David Miller,,,Delhi Capitals,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Prithvi Shaw,,,Delhi Capitals,2026,,Indian,"75,00,000 ","75,00,000 ",Capped
Sahil Parakh,,,Delhi Capitals,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Jason Holder,,,Gujarat Titans,2026,,Overseas,"2,00,00,000 ","7,00,00,000 ",Capped
Tom Banton,,,Gujarat Titans,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Ashok Sharma,,,Gujarat Titans,2026,,Indian,"30,00,000 ","90,00,000 ",Uncapped
Luke Wood,,,Gujarat Titans,2026,,Overseas,"75,00,000 ","75,00,000 ",Capped
Prithviraj Yarra,,,Gujarat Titans,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Cameron Green,,,Kolkata Knight Riders,2026,,Overseas,"2,00,00,000 ","25,20,00,000 ",Capped
Matheesha Pathirana,,,Kolkata Knight Riders,2026,,Overseas,"2,00,00,000 ","18,00,00,000 ",Capped
Mustafizur Rahman,,,Kolkata Knight Riders,2026,,Overseas,"2,00,00,000 ","9,20,00,000 ",Capped
Tejasvi Singh,,,Kolkata Knight Riders,2026,,Indian,"30,00,000 ","3,00,00,000 ",Uncapped
Rachin Ravindra,,,Kolkata Knight Riders,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Finn Allen,,,Kolkata Knight Riders,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Tim Seifert,,,Kolkata Knight Riders,2026,,Overseas,"1,50,00,000 ","1,50,00,000 ",Capped
Akash Deep,,,Kolkata Knight Riders,2026,,Indian,"1,00,00,000 ","1,00,00,000 ",Capped
Rahul Tripathi,,,Kolkata Knight Riders,2026,,Indian,"75,00,000 ","75,00,000 ",Capped
Daksh Kamra,,,Kolkata Knight Riders,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Sarthak Ranjan,,,Kolkata Knight Riders,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Prashant Solanki,,,Kolkata Knight Riders,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Kartik Tyagi,,,Kolkata Knight Riders,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Josh Inglis,,,Lucknow Super Giants,2026,,Overseas,"2,00,00,000 ","8,60,00,000 ",Capped
Mukul Choudhary,,,Lucknow Super Giants,2026,,Indian,"30,00,000 ","2,60,00,000 ",Uncapped
Akshat Raghuwanshi,,,Lucknow Super Giants,2026,,Indian,"30,00,000 ","2,20,00,000 ",Uncapped
Anrich Nortje,,,Lucknow Super Giants,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Wanindu Hasaranga,,,Lucknow Super Giants,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Naman Tiwari,,,Lucknow Super Giants,2026,,Indian,"30,00,000 ","1,00,00,000 ",Uncapped
Quinton De Kock,,,Mumbai Indians,2026,,Overseas,"1,00,00,000 ","1,00,00,000 ",Capped
Mayank Rawat,,,Mumbai Indians,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Atharva Ankolekar,,,Mumbai Indians,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Mohammad Izhar,,,Mumbai Indians,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Danish Malewar,,,Mumbai Indians,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Ben Dwarshuis,,,Punjab Kings,2026,,Overseas,"1,00,00,000 ","4,40,00,000 ",Capped
Cooper Connolly,,,Punjab Kings,2026,,Overseas,"2,00,00,000 ","3,00,00,000 ",Capped
Vishal Nishad,,,Punjab Kings,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Pravin Dubey,,,Punjab Kings,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Ravi Bishnoi,,,Rajasthan Royals,2026,,Indian,"2,00,00,000 ","7,20,00,000 ",Capped
Adam Milne,,,Rajasthan Royals,2026,,Overseas,"2,00,00,000 ","2,40,00,000 ",Capped
Ravi Singh,,,Rajasthan Royals,2026,,Indian,"30,00,000 ","95,00,000 ",Uncapped
Sushant Mishra,,,Rajasthan Royals,2026,,Indian,"30,00,000 ","90,00,000 ",Uncapped
Kuldeep Sen,,,Rajasthan Royals,2026,,Indian,"75,00,000 ","75,00,000 ",Capped
Brijesh Sharma,,,Rajasthan Royals,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Aman Rao Perala,,,Rajasthan Royals,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Vignesh Puthur,,,Rajasthan Royals,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Yash Raj Punja,,,Rajasthan Royals,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Venkatesh Iyer,,,Royal Challengers Bengaluru,2026,,Indian,"2,00,00,000 ","7,00,00,000 ",Capped
Mangesh Yadav,,,Royal Challengers Bengaluru,2026,,Indian,"30,00,000 ","5,20,00,000 ",Uncapped
Jacob Duffy,,,Royal Challengers Bengaluru,2026,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Jordan Cox,,,Royal Challengers Bengaluru,2026,,Overseas,"75,00,000 ","75,00,000 ",Capped
Kanishk Chouhan,,,Royal Challengers Bengaluru,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Vihaan Malhotra,,,Royal Challengers Bengaluru,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Vicky Ostwal,,,Royal Challengers Bengaluru,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Satvik Deswal,,,Royal Challengers Bengaluru,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Liam Livingstone,,,Sunrisers Hyderabad,2026,,Overseas,"2,00,00,000 ","13,00,00,000 ",Capped
Jack Edwards,,,Sunrisers Hyderabad,2026,,Overseas,"50,00,000 ","3,00,00,000 ",Uncapped
Salil Arora,,,Sunrisers Hyderabad,2026,,Indian,"30,00,000 ","1,50,00,000 ",Uncapped
Shivam Mavi,,,Sunrisers Hyderabad,2026,,Indian,"75,00,000 ","75,00,000 ",Capped
Krains Fuletra,,,Sunrisers Hyderabad,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Praful Hinge,,,Sunrisers Hyderabad,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Amit Kumar,,,Sunrisers Hyderabad,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Onkar Tarmale,,,Sunrisers Hyderabad,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Sakib Hussain,,,Sunrisers Hyderabad,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Shivang Kumar,,,Sunrisers Hyderabad,2026,,Indian,"30,00,000 ","30,00,000 ",Uncapped
